Word,Author,how[crq],good[j],never[avx],one[pi],may[vmb],time[n1],make[vvi],being[vvg],shall[vmb],every[d],like[acp],after[acp],before[acp],well[av],men[n2],now[av],can[vmb],her[po],many[d],great[j],thus[av],let[vvb],did[vvd],own[d],might[vmd],your[po],ever[av],himself[pr],though[cs],down[acp],been[vvn],against[acp],our[po],could[vmd],first[ord],only[av-j],we[pns],thou[pns],nor[ccx],unto[acp],she[pns],must[vmb],little[j],without[acp],those[d],two[crd],most[avs-d],much[av-d],therefore[av],life[n1],over[acp],day[n1],having[vvg],whom[crq],thy[po],nothing[pix],more[dc],old[j],her[pno],do[vvb],too[av],about[acp],made[vvd],am[vvm],poor[j],thee[pno],us[pno],because[acp],made[vvn],god[nn1],under[acp],amongst[acp],eyes[n2],hand[n1],house[n1],see[vvi],till[acp],came[vvd],whose[crq],love[n1],way[n1],forth[av],far[av-j],long[av-j],world[n1],heart[n1],none[pix],here[av],away[av],seeing[vvg],themselves[pr],thought[vvd],cannot[vmbx],take[vvi],quoth[vvd],thing[n1],death[n1],three[crd],place[n1],face[n1],young[j],country[n1],last[ord],whole[j],no[avx-d],like[j],began[vvd],head[n1],why[crq],both[d],know[vvb],mind[n1],full[j],do[vvi],master[n1],say[vvi],end[n1],off[acp],took[vvd],doth[vvz],father[n1],since[acp],fair[j],name[n1],again[av],give[vvi],went[vvd],very[av],new[j],words[n2],go[vvi],nature[n1],sweet[j],together[av],night[n1],once[acp],said[vvd],beauty[n1],high[j],much[d],myself[pr],called[vvn],done[vvn],fortune[n1],true[j],part[n1],through[acp],else[av],gentleman[n1],fire[n1],wherein[crq],hast[vv2],eye[n1],rather[avc],say[vvb],still[av],wit[n1],heaven[n1],rest[n1],years[n2],sight[n1],think[vvb],very[j],fell[vvd],friend[n1],come[vvi],company[n1],word[n1],better[jc],saw[vvd],art[vv2],either[d],set[vvn],sir[n1],thoughts[n2],best[js],earth[n1],gave[vvd],o[uh],reason[n1],even[av],long[j],able[j],body[n1],days[n2],see[vvb],come[vvb],matter[n1],take[vvb],money[n1],either[av-d],live[vvi],cause[n1],gentlemen[n2],hands[n2],sun[n1],king[n1],man's[ng1],times[n2],dead[j],lord[n1],water[n1],ears[n2],favour[n1],hear[vvi],whether[cs]
Strange News (2),Nashe,2,1,0,1,3,0,1,2,1,1,1,2,3,2,0,2,1,0,2,0,0,0,2,1,1,3,0,0,0,0,3,5,1,0,2,0,2,15,0,0,0,2,2,1,1,1,0,1,1,1,1,0,1,1,13,1,1,1,0,3,0,2,4,1,0,7,1,2,1,2,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0
Strange News (3),Nashe,2,2,0,2,1,1,5,0,1,0,1,0,1,3,1,0,0,3,2,0,0,1,0,3,0,7,3,0,0,1,0,0,0,0,0,0,6,4,1,0,1,3,1,0,0,0,1,3,0,0,1,0,0,2,2,2,1,2,3,0,1,0,0,2,1,4,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,1,0,1,0,2,1,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,3,1,0,0,1,2,1,1,0,2,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,2,0,1,0,0,0,2,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Strange News (4),Nashe,2,3,2,1,2,2,5,3,0,3,2,1,0,3,3,0,0,7,1,2,0,2,1,1,1,2,1,1,0,3,2,0,0,0,2,1,1,4,0,1,2,3,1,0,0,2,1,0,1,0,3,1,3,1,9,1,0,0,2,1,0,0,2,1,1,0,2,2,1,0,2,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2,3,0,0,1,0,0,0,0,0,1,1,0,1,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,5,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
Strange News (5),Nashe,1,4,0,1,2,1,2,0,3,2,1,0,5,1,0,2,2,1,0,2,0,0,0,1,0,8,0,2,0,1,3,4,0,0,0,0,2,12,2,0,0,1,0,2,0,1,1,1,1,1,0,0,0,0,5,2,1,0,0,1,3,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,2,0,0,0,1,3,0,0,2,0,0,1,2,0,0,0,1,1,0,0,2,0,0,1,2,3,1,0,1,2,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,3,4,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0
Strange News (6),Nashe,4,2,2,1,4,0,1,0,2,0,0,0,1,3,2,0,2,0,0,0,0,0,1,2,1,9,1,2,1,0,4,5,0,2,0,3,0,9,0,0,0,3,0,1,2,1,1,3,0,0,1,0,0,0,7,1,1,1,0,0,2,0,2,0,1,3,0,4,0,1,3,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,3,0,0,0,0,0,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
Strange News (7),Nashe,0,5,3,0,2,1,2,1,3,1,3,1,3,4,0,1,2,3,2,3,1,2,0,1,2,6,2,0,1,1,2,2,0,0,0,0,1,12,0,0,6,0,0,1,0,1,0,2,0,0,1,1,1,1,11,0,4,1,1,1,2,0,2,1,0,6,0,1,1,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,3,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0
Strange News (8),Nashe,3,2,4,1,0,0,1,0,3,0,5,1,3,1,0,0,2,6,1,1,0,1,0,1,3,10,2,2,2,1,3,1,3,1,1,2,2,8,0,3,11,2,0,0,1,2,0,1,0,1,0,1,0,1,5,0,1,3,2,0,2,1,0,0,1,2,1,1,0,3,1,1,0,1,0,0,2,0,1,0,0,0,0,0,3,0,0,1,3,0,0,1,1,1,1,2,1,0,1,1,1,0,0,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,3,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,2,3,0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1
Strange News (9),Nashe,0,3,1,0,3,0,2,1,0,0,1,0,1,4,3,0,2,0,1,1,0,0,1,2,0,1,1,3,3,0,0,0,2,1,0,0,2,3,0,0,0,5,1,0,2,2,0,3,0,0,2,1,1,0,3,1,0,2,0,1,0,0,0,0,1,5,2,1,0,1,0,0,1,1,0,0,0,2,1,1,3,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,1,1,0,0,0,2,1,0,1,0,0,0,2,0,1,0,0,0,0,0,4,1,0,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,4,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,2,0,2,0,1,3,0,2,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Strange News (10),Nashe,1,4,4,2,1,1,0,1,1,1,2,0,1,2,3,0,0,0,2,1,0,1,1,1,0,3,2,3,1,1,8,2,3,0,3,0,1,10,1,0,0,1,2,2,0,2,0,2,0,0,0,0,0,0,4,3,0,0,0,2,4,0,1,0,0,4,2,2,1,0,0,3,0,0,1,0,0,1,0,0,1,1,2,0,2,0,1,2,0,0,1,0,1,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,2,1,0,0,2,1,0,0,1,0,1,1,2,0,0,1,0,1,0,0,0,2,0,1,0,1,1,0,0,2,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
Strange News (11),Nashe,3,2,6,1,3,4,1,0,1,0,1,1,1,1,0,4,1,1,3,0,1,1,2,2,2,1,3,0,1,0,3,0,2,0,0,1,0,13,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,11,1,1,2,0,1,0,0,0,2,0,7,0,0,0,2,0,1,0,1,2,0,2,1,0,0,0,0,1,1,1,1,2,0,1,0,1,0,0,1,0,0,0,2,0,0,4,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,1,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,3,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0
Strange News (12),Nashe,3,2,2,1,2,1,2,0,2,3,2,0,1,0,1,1,1,0,1,0,0,1,0,2,0,2,0,3,2,1,1,1,2,4,4,2,2,17,0,2,0,0,2,2,1,1,2,1,0,0,1,0,1,1,5,5,0,1,0,0,1,0,1,1,0,7,1,2,4,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,3,0,1,1,0,3,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
Strange News (13),Nashe,1,3,3,2,4,1,2,0,6,1,3,0,1,4,0,2,1,0,1,0,1,1,1,1,0,3,2,0,1,0,3,6,2,0,0,1,0,11,0,0,0,2,1,0,3,0,4,0,0,1,1,0,0,1,7,2,0,2,1,1,0,1,0,1,0,2,0,1,0,0,3,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,1,0,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,2,0,1,0,1,2,2,0,0,2,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,3,0,4,0,1,0,0,0,1,0,0,1,0,0,2,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Strange News (14),Nashe,3,5,3,0,1,1,1,0,2,0,0,0,1,4,2,0,8,0,1,1,1,0,1,1,1,0,4,0,1,0,1,0,2,1,0,1,5,12,0,0,0,0,3,2,4,2,0,2,1,0,3,1,0,1,8,2,2,1,0,2,1,0,2,1,0,6,1,1,0,3,0,0,0,0,0,2,0,2,1,0,0,1,2,0,1,0,2,1,0,0,2,0,2,0,0,1,1,1,1,0,1,0,0,2,0,0,0,0,0,0,3,0,0,1,3,2,0,1,1,2,1,2,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,1,3,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Strange News (15),Nashe,3,1,2,0,3,3,2,0,2,2,1,1,3,1,1,2,1,4,2,1,0,4,0,1,1,5,4,0,1,0,0,2,2,1,0,2,4,5,3,1,4,2,1,2,1,2,0,1,0,0,0,1,2,1,2,0,2,2,2,3,3,1,0,3,1,3,1,1,0,4,2,1,1,1,0,1,0,2,1,1,0,1,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,2,0,0,0,2,0,1,0,0,0,0,4,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,2,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Strange News (16),Nashe,0,4,2,1,3,0,0,2,1,1,2,1,1,3,1,2,2,0,2,2,0,2,0,3,0,2,3,1,2,1,1,2,0,0,1,1,0,11,4,0,0,0,2,2,3,1,0,0,1,1,0,0,1,1,4,4,1,0,0,4,1,0,1,6,0,7,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,3,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,2,2,1,1,0,1,0,1,1,0,1,1,0,0,0,0,3,0,0,0,0,2,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,2,1,2,0,0,0,0,0,1,1,0,0,0,3,0,1,1,0,4,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Strange News (17),Nashe,4,2,2,1,4,2,0,1,2,2,0,1,3,1,1,1,1,1,2,1,1,1,1,2,0,1,2,0,2,1,1,2,0,0,0,0,1,24,2,0,1,2,1,0,2,0,0,3,1,1,1,0,0,0,12,1,0,2,1,4,2,0,0,1,0,15,1,2,0,1,0,0,0,1,0,1,1,0,1,1,1,2,1,1,1,0,1,0,1,0,1,0,1,0,0,2,0,0,1,0,0,2,0,2,0,0,0,0,2,0,0,1,0,2,1,1,1,1,0,0,0,2,0,0,0,0,0,2,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,4,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Strange News (18),Nashe,0,4,2,1,5,1,4,0,0,2,2,2,2,1,0,4,3,0,2,0,1,0,1,3,1,0,1,0,3,1,0,1,2,0,1,1,0,26,0,0,0,1,0,2,0,0,0,0,0,2,2,1,1,0,10,1,3,2,2,6,2,2,0,2,0,7,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,3,1,2,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,0,1,0,4,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0
Strange News (19),Nashe,5,7,0,0,0,1,1,0,1,1,1,0,2,1,2,0,5,0,0,4,0,3,0,1,2,0,2,2,1,0,3,1,3,0,1,0,2,13,0,0,0,6,0,1,0,3,1,1,0,2,2,0,0,1,8,4,2,0,0,0,2,1,0,3,1,6,1,1,1,0,0,0,0,0,2,0,0,2,0,0,1,0,1,1,1,1,0,0,3,0,1,0,2,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,2,1,2,2,0,2,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,4,0,0,1,1,0
Terrors of the Night (1),Nashe,0,2,2,1,2,4,1,1,2,0,3,1,1,2,3,0,2,1,1,0,1,0,1,1,1,0,1,2,0,1,1,0,16,0,1,0,4,0,0,2,0,1,0,0,1,0,4,0,1,1,0,6,0,2,1,2,0,0,0,3,1,1,0,0,1,0,8,0,1,2,1,0,3,0,0,1,1,0,0,0,1,0,0,0,3,1,1,2,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,19,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrors of the Night (2),Nashe,1,0,2,3,1,0,1,0,0,4,3,1,0,3,2,1,3,0,2,1,0,1,0,0,0,0,1,3,0,0,2,0,0,3,0,0,6,0,0,3,3,0,3,0,5,1,2,2,1,0,1,0,0,2,0,1,0,1,0,2,0,1,2,2,0,0,5,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,2,2,1,1,1,0,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,2,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,1,1,0,1,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0
Terrors of the Night (3),Nashe,0,5,1,0,1,0,1,2,0,1,1,0,0,1,3,0,3,0,6,1,1,0,1,2,0,0,1,0,0,1,0,0,10,0,1,0,1,0,1,0,0,4,0,1,4,0,1,1,0,0,1,0,1,0,0,4,1,0,0,2,2,1,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,1,0,0,1,0,2,0,1,0,0,0,2,0,2,0,4,0,0,0,0,0,3,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0
Terrors of the Night (4),Nashe,2,0,2,3,0,4,1,0,1,2,8,5,3,1,3,1,3,0,5,1,0,1,0,0,0,0,2,0,1,3,2,1,18,1,1,1,15,0,1,1,0,1,3,1,3,2,1,1,0,0,0,10,1,0,0,5,0,1,0,1,1,0,0,0,0,0,5,0,1,0,0,0,2,1,0,0,0,0,0,0,1,1,2,1,3,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,0,0,0,0
Terrors of the Night (5),Nashe,3,4,2,2,3,0,0,1,0,5,5,3,0,4,2,1,2,1,3,0,0,2,0,0,2,0,2,0,0,1,0,1,1,0,0,1,7,0,1,0,1,1,2,0,4,0,1,6,1,0,3,4,1,0,0,2,2,2,0,1,2,3,0,3,0,1,2,0,1,1,1,2,0,2,0,0,1,1,1,0,1,1,1,2,2,0,3,0,0,0,1,1,1,0,0,1,1,1,1,0,0,2,0,3,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,1,0,2,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Terrors of the Night (6),Nashe,5,3,1,1,2,2,2,1,1,2,1,1,1,3,2,0,2,0,2,4,2,0,1,0,3,0,2,0,0,0,1,0,1,0,2,0,0,0,1,3,0,0,3,0,2,0,0,0,0,0,2,0,3,0,0,0,0,2,0,2,0,1,0,0,2,0,0,0,0,1,0,1,0,2,1,0,1,1,0,0,3,2,1,1,2,1,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1
Terrors of the Night (7),Nashe,2,3,3,2,5,2,1,1,2,1,7,1,1,1,1,4,2,0,1,3,0,0,1,2,0,0,1,1,3,0,2,2,3,0,0,1,1,0,0,1,0,1,1,0,2,2,2,0,1,0,0,3,2,0,0,2,2,1,0,0,2,3,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2,1,0,3,1,1,0,1,1,2,0,1,1,0,0,0,0,1,1,0,0,2,1,0,1,3,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Terrors of the Night (8),Nashe,2,2,0,3,2,1,0,2,3,3,3,1,1,1,2,0,3,0,2,2,2,1,1,1,1,0,1,1,3,1,2,2,10,1,1,1,5,0,0,0,0,0,2,0,2,1,3,1,0,0,2,3,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,2,1,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Terrors of the Night (9),Nashe,0,3,3,0,1,3,0,1,1,1,4,2,1,0,3,0,3,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,11,0,1,1,5,0,0,2,0,1,2,2,3,1,2,2,0,3,0,2,1,2,0,1,2,0,0,0,3,1,0,2,1,1,1,1,0,0,1,1,0,0,0,0,0,1,2,0,0,0,4,1,0,0,0,1,2,1,1,1,1,0,0,0,5,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,2,0,2,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0
Terrors of the Night (10),Nashe,1,3,0,1,3,1,1,0,2,5,8,1,1,0,1,2,2,1,1,2,3,0,1,4,0,0,1,1,0,2,0,0,7,0,1,0,4,0,1,3,0,1,4,0,0,0,1,2,0,1,1,2,0,4,0,4,0,1,0,4,1,0,0,1,2,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,2,0,1,1,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,0,1,1,0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,3,0,0,0,2,3,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,1,0,0,1,0,0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Terrors of the Night (11),Nashe,2,2,3,3,0,0,1,0,0,2,3,4,2,2,0,0,0,0,0,4,1,0,2,0,3,0,1,0,0,3,2,0,0,2,0,0,0,0,0,4,0,0,0,1,1,3,2,2,0,1,1,0,6,1,0,1,0,1,0,1,2,3,1,0,1,0,0,0,2,3,0,0,1,2,0,1,0,1,2,0,0,0,1,1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Terrors of the Night (12),Nashe,2,3,1,0,3,3,1,0,3,1,2,3,0,1,2,1,3,1,0,0,0,0,0,3,2,12,3,0,1,0,3,0,0,2,3,2,0,0,1,0,1,0,2,1,1,0,0,0,1,0,1,0,1,2,0,2,2,2,2,0,4,2,0,2,2,0,0,1,0,1,0,0,0,0,3,1,1,0,0,0,1,0,1,0,2,1,1,2,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,1,2,2,0,0,0,0,1,2,0,1,1,1,1,2,0,0,0,2,0,1,0,1,1,0,1,0,1,0,0,1,10,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
